CaseID,RequestorID,RequestorType,CaseOwner,CaseType,CaseStatus,TierLevel,Priority,DateReceived,SatisfactionScore,DateClosed
HRHD005400,1407069280,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,1 - Low,2016-05-17 13:06:16.287051472,1 - Unsatisfied,2016-05-21 13:06:16.287051472
HRHD005401,1012023185,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2016-05-17 16:57:39.594383776,2 - Satisfied,2016-05-20 16:57:39.594383776
HRHD005402,1107027575,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-05-17 20:49:02.901716064,2 - Satisfied,2016-05-18 20:49:02.901716064
HRHD005403,1404066711,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-18 00:40:26.209048352,1 - Unsatisfied,2016-05-21 00:40:26.209048352
HRHD005404,1209049326,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-18 04:31:49.516380656,0 - Unknown,2016-05-24 04:31:49.516380656
HRHD005405,1002017900,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2016-05-18 08:23:12.823712944,3 - Highly satisfied,2016-05-21 08:23:12.823712944
HRHD005406,1209048771,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-05-18 12:14:36.131045232,2 - Satisfied,2016-05-20 12:14:36.131045232
HRHD005407,1303054625,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2016-05-18 16:05:59.438377536,2 - Satisfied,2016-05-22 16:05:59.438377536
HRHD005408,1102024106,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2016-05-18 19:57:22.745709824,1 - Unsatisfied,2016-05-20 19:57:22.745709824
HRHD005409,1209048697,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-18 23:48:46.053042112,1 - Unsatisfied,2016-05-23 23:48:46.053042112
HRHD005410,1105026041,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-19 03:40:09.360374416,0 - Unknown,2016-05-21 03:40:09.360374416
HRHD005411,1402065303,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-05-19 07:31:32.667706704,0 - Unknown,2016-05-24 07:31:32.667706704
HRHD005412,1104025414,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-19 11:22:55.975038992,3 - Highly satisfied,2016-05-21 11:22:55.975038992
HRHD005413,1309061015,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-19 15:14:19.282371296,2 - Satisfied,2016-05-25 15:14:19.282371296
HRHD005414,1411071481,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2016-05-19 19:05:42.589703584,0 - Unknown,2016-05-22 19:05:42.589703584
HRHD005415,1406068241,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-19 22:57:05.897035872,0 - Unknown,2016-05-24 22:57:05.897035872
HRHD005416,1111030148,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-20 02:48:29.204368176,0 - Unknown,2016-05-26 02:48:29.204368176
HRHD005417,1405067642,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-05-20 06:39:52.511700464,3 - Highly satisfied,2016-05-25 06:39:52.511700464
HRHD005418,1101023839,3 - Non-staff,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-20 10:31:15.819032752,3 - Highly satisfied,2016-05-20 10:31:15.819032752
HRHD005419,807010161,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-20 14:22:39.126365056,2 - Satisfied,2016-05-22 14:22:39.126365056
HRHD005420,803009012,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-20 18:14:02.433697344,3 - Highly satisfied,2016-05-21 18:14:02.433697344
HRHD005421,1104025486,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-20 22:05:25.741029632,0 - Unknown,2016-05-26 22:05:25.741029632
HRHD005422,1008020942,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2016-05-21 01:56:49.048361936,3 - Highly satisfied,2016-05-21 01:56:49.048361936
HRHD005423,1402065303,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2016-05-21 05:48:12.355694224,0 - Unknown,2016-05-27 05:48:12.355694224
HRHD005424,1001970770,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-21 09:39:35.663026512,2 - Satisfied,2016-05-21 09:39:35.663026512
HRHD005425,1402065303,4 - Management,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-21 13:30:58.970358816,3 - Highly satisfied,2016-05-27 13:30:58.970358816
HRHD005426,1108027853,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2016-05-21 17:22:22.277691104,0 - Unknown,2016-05-22 17:22:22.277691104
HRHD005427,1001856521,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-05-21 21:13:45.585023392,0 - Unknown,2016-05-21 21:13:45.585023392
HRHD005428,1107027392,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-22 01:05:08.892355696,0 - Unknown,2016-05-22 01:05:08.892355696
HRHD005429,1208048229,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2016-05-22 04:56:32.199687984,2 - Satisfied,2016-05-22 04:56:32.199687984
HRHD005430,1009919940,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2016-05-22 08:47:55.507020272,3 - Highly satisfied,2016-05-24 08:47:55.507020272
HRHD005431,1107027575,3 - Non-staff,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-05-22 12:39:18.814352576,0 - Unknown,2016-05-23 12:39:18.814352576
HRHD005432,1001450968,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-22 16:30:42.121684864,2 - Satisfied,2016-05-27 16:30:42.121684864
HRHD005433,1304055987,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-05-22 20:22:05.429017152,0 - Unknown,2016-05-27 20:22:05.429017152
HRHD005434,1103024504,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-23 00:13:28.736349456,0 - Unknown,2016-05-25 00:13:28.736349456
HRHD005435,1110029602,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-23 04:04:52.043681744,2 - Satisfied,2016-05-29 04:04:52.043681744
HRHD005436,1103024859,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-23 07:56:15.351014032,2 - Satisfied,2016-05-28 07:56:15.351014032
HRHD005437,1411071312,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2016-05-23 11:47:38.658346336,2 - Satisfied,2016-05-23 11:47:38.658346336
HRHD005438,1110029990,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-23 15:39:01.965678624,3 - Highly satisfied,2016-05-29 15:39:01.965678624
HRHD005439,1405067501,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2016-05-23 19:30:25.273010912,1 - Unsatisfied,2016-05-27 19:30:25.273010912
HRHD005440,1404066622,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2016-05-23 23:21:48.580343216,0 - Unknown,2016-05-29 23:21:48.580343216
HRHD005441,602000312,4 - Management,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-24 03:13:11.887675504,3 - Highly satisfied,2016-05-26 03:13:11.887675504
HRHD005442,1203032357,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2016-05-24 07:04:35.195007792,0 - Unknown,2016-05-30 07:04:35.195007792
HRHD005443,1203032357,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-05-24 10:55:58.502340096,3 - Highly satisfied,2016-05-26 10:55:58.502340096
HRHD005444,1403065721,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-24 14:47:21.809672384,2 - Satisfied,2016-05-25 14:47:21.809672384
HRHD005445,1404066622,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-05-24 18:38:45.117004672,3 - Highly satisfied,2016-05-28 18:38:45.117004672
HRHD005446,1101023679,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,2 - Medium,2016-05-24 22:30:08.424336976,0 - Unknown,2016-05-29 22:30:08.424336976
HRHD005447,1103024859,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2016-05-25 02:21:31.731669264,1 - Unsatisfied,2016-05-25 02:21:31.731669264
HRHD005448,1112030979,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-05-25 06:12:55.039001552,3 - Highly satisfied,2016-05-31 06:12:55.039001552
HRHD005449,1302053362,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2016-05-25 10:04:18.346333856,3 - Highly satisfied,2016-05-26 10:04:18.346333856
HRHD005450,1302053362,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-05-25 13:55:41.653666144,3 - Highly satisfied,2016-05-26 13:55:41.653666144
HRHD005451,1308060535,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-25 17:47:04.960998432,0 - Unknown,2016-05-30 17:47:04.960998432
HRHD005452,1101023577,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-25 21:38:28.268330736,3 - Highly satisfied,2016-05-31 21:38:28.268330736
HRHD005453,1307059817,4 - Management,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-05-26 01:29:51.575663024,3 - Highly satisfied,2016-06-01 01:29:51.575663024
HRHD005454,1303054580,3 - Non-staff,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-05-26 05:21:14.882995312,3 - Highly satisfied,2016-06-01 05:21:14.882995312
HRHD005455,903013071,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-26 09:12:38.190327616,0 - Unknown,2016-05-31 09:12:38.190327616
HRHD005456,1302053362,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2016-05-26 13:04:01.497659904,3 - Highly satisfied,2016-05-31 13:04:01.497659904
HRHD005457,1412071713,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-05-26 16:55:24.804992192,3 - Highly satisfied,2016-05-29 16:55:24.804992192
HRHD005458,1110029990,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-05-26 20:46:48.112324496,3 - Highly satisfied,2016-05-30 20:46:48.112324496
HRHD005459,1405067642,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,1 - Low,2016-05-27 00:38:11.419656784,0 - Unknown,2016-05-29 00:38:11.419656784
HRHD005460,1302053362,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-27 04:29:34.726989072,0 - Unknown,2016-06-01 04:29:34.726989072
HRHD005461,1201031308,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-05-27 08:20:58.034321376,0 - Unknown,2016-05-28 08:20:58.034321376
HRHD005462,1103024924,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2016-05-27 12:12:21.341653664,0 - Unknown,2016-05-29 12:12:21.341653664
HRHD005463,1102024115,1 - Intern,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-27 16:03:44.648985952,2 - Satisfied,2016-05-31 16:03:44.648985952
HRHD005464,1409070522,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-05-27 19:55:07.956318256,0 - Unknown,2016-05-27 19:55:07.956318256
HRHD005465,1307060077,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,1 - Low,2016-05-27 23:46:31.263650544,0 - Unknown,2016-05-31 23:46:31.263650544
HRHD005466,1001956578,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-05-28 03:37:54.570982832,3 - Highly satisfied,2016-05-28 03:37:54.570982832
HRHD005467,1308060366,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2016-05-28 07:29:17.878315136,2 - Satisfied,2016-06-02 07:29:17.878315136
HRHD005468,1201031310,1 - Intern,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,1 - Low,2016-05-28 11:20:41.185647424,2 - Satisfied,2016-06-02 11:20:41.185647424
HRHD005469,1104025414,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,2 - Medium,2016-05-28 15:12:04.492979712,3 - Highly satisfied,2016-06-03 15:12:04.492979712
HRHD005470,1411071212,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-28 19:03:27.800312016,0 - Unknown,2016-05-30 19:03:27.800312016
HRHD005471,1102024106,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2016-05-28 22:54:51.107644304,1 - Unsatisfied,2016-05-29 22:54:51.107644304
HRHD005472,1102024173,4 - Management,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-29 02:46:14.414976592,3 - Highly satisfied,2016-06-04 02:46:14.414976592
HRHD005473,1011022883,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-05-29 06:37:37.722308896,0 - Unknown,2016-06-04 06:37:37.722308896
HRHD005474,1403066125,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-05-29 10:29:01.029641184,3 - Highly satisfied,2016-05-29 10:29:01.029641184
HRHD005475,1103024679,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-05-29 14:20:24.336973472,3 - Highly satisfied,2016-06-03 14:20:24.336973472
HRHD005476,1412071844,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-05-29 18:11:47.644305776,1 - Unsatisfied,2016-06-04 18:11:47.644305776
HRHD005477,1301052436,2 - Regular,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-05-29 22:03:10.951638064,1 - Unsatisfied,2016-05-29 22:03:10.951638064
HRHD005478,1303054580,3 - Non-staff,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2016-05-30 01:54:34.258970352,0 - Unknown,2016-05-31 01:54:34.258970352
HRHD005479,1001735072,4 - Management,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,3 - High,2016-05-30 05:45:57.566302656,3 - Highly satisfied,2016-06-04 05:45:57.566302656
HRHD005480,1006020020,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,3 - High,2016-05-30 09:37:20.873634944,0 - Unknown,2016-06-01 09:37:20.873634944
HRHD005481,1201031274,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,3 - High,2016-05-30 13:28:44.180967232,0 - Unknown,2016-06-05 13:28:44.180967232
HRHD005482,1301052124,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2016-05-30 17:20:07.488299536,2 - Satisfied,2016-06-03 17:20:07.488299536
HRHD005483,1411071324,3 - Non-staff,vuo1zJHG,Attrition & Retention,Closed,Tier 1,1 - Low,2016-05-30 21:11:30.795631824,0 - Unknown,2016-06-01 21:11:30.795631824
HRHD005484,1110029623,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,1 - Low,2016-05-31 01:02:54.102964112,3 - Highly satisfied,2016-06-02 01:02:54.102964112
HRHD005485,1304055987,1 - Intern,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-05-31 04:54:17.410296400,0 - Unknown,2016-06-03 04:54:17.410296400
HRHD005486,1203032099,1 - Intern,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2016-05-31 08:45:40.717628704,2 - Satisfied,2016-06-06 08:45:40.717628704
HRHD005487,1012023103,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,3 - High,2016-05-31 12:37:04.024960992,0 - Unknown,2016-06-06 12:37:04.024960992
HRHD005488,1012023185,4 - Management,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-05-31 16:28:27.332293280,1 - Unsatisfied,2016-06-04 16:28:27.332293280
HRHD005489,906014183,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-05-31 20:19:50.639625584,2 - Satisfied,2016-06-01 20:19:50.639625584
HRHD005490,1311063172,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-06-01 00:11:13.946957872,0 - Unknown,2016-06-06 00:11:13.946957872
HRHD005491,1411071324,3 - Non-staff,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,2 - Medium,2016-06-01 04:02:37.254290160,0 - Unknown,2016-06-04 04:02:37.254290160
HRHD005492,1403065721,1 - Intern,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-06-01 07:54:00.561622464,0 - Unknown,2016-06-07 07:54:00.561622464
HRHD005493,1412071844,4 - Management,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-06-01 11:45:23.868954752,1 - Unsatisfied,2016-06-05 11:45:23.868954752
HRHD005494,1405067642,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-06-01 15:36:47.176287040,0 - Unknown,2016-06-02 15:36:47.176287040
HRHD005495,1302053333,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2016-06-01 19:28:10.483619344,3 - Highly satisfied,2016-06-06 19:28:10.483619344
HRHD005496,1301052462,2 - Regular,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-06-01 23:19:33.790951632,0 - Unknown,2016-06-02 23:19:33.790951632
HRHD005497,1305057282,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,1 - Low,2016-06-02 03:10:57.098283920,0 - Unknown,2016-06-07 03:10:57.098283920
HRHD005498,1308060959,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,0 - None,2016-06-02 07:02:20.405616224,0 - Unknown,2016-06-06 07:02:20.405616224
HRHD005499,1501072124,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-06-02 10:53:43.712948512,0 - Unknown,2016-06-05 10:53:43.712948512
HRHD005500,1201031324,2 - Regular,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,0 - None,2016-06-02 14:45:07.020280800,3 - Highly satisfied,2016-06-02 14:45:07.020280800
HRHD005501,1201031310,2 - Regular,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,0 - None,2016-06-02 18:36:30.327613104,3 - Highly satisfied,2016-06-05 18:36:30.327613104
HRHD005502,1107027351,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,2 - Medium,2016-06-02 22:27:53.634945392,0 - Unknown,2016-06-02 22:27:53.634945392
HRHD005503,1212051409,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,0 - None,2016-06-03 02:19:16.942277680,2 - Satisfied,2016-06-07 02:19:16.942277680
HRHD005504,909015167,1 - Intern,nbRWtYc6,Training & Development,Closed,Tier 1,1 - Low,2016-06-03 06:10:40.249609984,3 - Highly satisfied,2016-06-03 06:10:40.249609984
HRHD005505,1101023619,3 - Non-staff,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2016-06-03 10:02:03.556942272,2 - Satisfied,2016-06-05 10:02:03.556942272
HRHD005506,1401064637,4 - Management,qabMRJqu,Employee Relations,Closed,Tier 2,3 - High,2016-06-03 13:53:26.864274560,3 - Highly satisfied,2016-06-07 13:53:26.864274560
HRHD005507,1102024057,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,0 - None,2016-06-03 17:44:50.171606864,3 - Highly satisfied,2016-06-09 17:44:50.171606864
HRHD005508,1111030503,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,3 - High,2016-06-03 21:36:13.478939152,0 - Unknown,2016-06-04 21:36:13.478939152
HRHD005509,602000312,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2016-06-04 01:27:36.786271440,3 - Highly satisfied,2016-06-10 01:27:36.786271440
HRHD005510,1012023295,4 - Management,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2016-06-04 05:19:00.093603744,0 - Unknown,2016-06-04 05:19:00.093603744
HRHD005511,807010161,2 - Regular,QFu2Ydv1,Attrition & Retention,Closed,Tier 2,0 - None,2016-06-04 09:10:23.400936032,3 - Highly satisfied,2016-06-06 09:10:23.400936032
HRHD005512,1202031618,1 - Intern,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,1 - Low,2016-06-04 13:01:46.708268320,3 - Highly satisfied,2016-06-09 13:01:46.708268320
HRHD005513,1501072311,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,3 - High,2016-06-04 16:53:10.015600624,0 - Unknown,2016-06-10 16:53:10.015600624
HRHD005514,1504073368,3 - Non-staff,m5kYwx5P,Benefits & Compensation,Closed,Tier 2,2 - Medium,2016-06-04 20:44:33.322932912,0 - Unknown,2016-06-07 20:44:33.322932912
HRHD005515,1504073313,2 - Regular,vuo1zJHG,Attrition & Retention,Closed,Tier 1,0 - None,2016-06-05 00:35:56.630265200,1 - Unsatisfied,2016-06-07 00:35:56.630265200
HRHD005516,1502072511,3 - Non-staff,tSjw2hYY,Recruitment & Selection,Closed,Tier 1,3 - High,2016-06-05 04:27:19.937597504,1 - Unsatisfied,2016-06-07 04:27:19.937597504
HRHD005517,1209049326,4 - Management,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-06-05 08:18:43.244929792,2 - Satisfied,2016-06-07 08:18:43.244929792
HRHD005518,1107027351,1 - Intern,oDoCidPt,Employee Relations,Closed,Tier 1,1 - Low,2016-06-05 12:10:06.552262080,0 - Unknown,2016-06-09 12:10:06.552262080
HRHD005519,1307060188,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,2 - Medium,2016-06-05 16:01:29.859594384,0 - Unknown,2016-06-06 16:01:29.859594384
HRHD005520,1011022777,3 - Non-staff,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-06-05 19:52:53.166926672,0 - Unknown,2016-06-08 19:52:53.166926672
HRHD005521,1201031310,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,2 - Medium,2016-06-05 23:44:16.474258960,1 - Unsatisfied,2016-06-08 23:44:16.474258960
HRHD005522,602000312,2 - Regular,3vGwUNjj,Training & Development,Closed,Tier 2,0 - None,2016-06-06 03:35:39.781591264,1 - Unsatisfied,2016-06-10 03:35:39.781591264
HRHD005523,1409070147,2 - Regular,oDoCidPt,Employee Relations,Closed,Tier 1,3 - High,2016-06-06 07:27:03.088923552,1 - Unsatisfied,2016-06-12 07:27:03.088923552
HRHD005524,1001735072,2 - Regular,nbRWtYc6,Training & Development,Closed,Tier 1,0 - None,2016-06-06 11:18:26.396255840,3 - Highly satisfied,2016-06-12 11:18:26.396255840
HRHD005525,1106026462,2 - Regular,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,3 - High,2016-06-06 15:09:49.703588144,1 - Unsatisfied,2016-06-10 15:09:49.703588144
HRHD005526,1312063675,1 - Intern,XLbl6V9K,Recruitment & Selection,Closed,Tier 2,0 - None,2016-06-06 19:01:13.010920432,2 - Satisfied,2016-06-09 19:01:13.010920432
HRHD005527,1001735072,1 - Intern,Qwsfd5ND,Benefits & Compensation,Closed,Tier 1,2 - Medium,2016-06-06 22:52:36.318252720,3 - Highly satisfied,2016-06-11 22:52:36.318252720
